s,俳句,読み,季語候補,plutchik_main,nihon_main,nihon_sub,main_confidence,季節,ジャンル,出典,年,has_repetition
17683,五六人只一ッ也きの子がり,ごろくにん ただひとつなり きのこがり,きのこ,喜び,風雅,物の哀れ,0.65,秋,植物,八番日記,文政2,FALSE
17685,猿の子に酒くれる也茸狩,さるのこに さけくれるなり きのこがり,きのこ,喜び,滑稽,愛らしさ,0.72,秋,植物,八番日記,文政2,FALSE
17687,茸がりのから手でもどる騒かな,たけがりの からてでもどる さわぎかな,きのこ,喜び,滑稽,風雅,0.65,秋,植物,八番日記,文政2,FALSE
17688,宿おりが笠にさげたる茸哉,やどおりが かさにさげたる きのこかな,きのこ,喜び,風雅,素朴,0.75,秋,植物,八番日記,文政2,FALSE
17689,余そ並につら並べけり馬糞茸,よそなみに つらならべけり まぐそだけ,きのこ,嫌悪,滑稽,素朴,0.75,秋,植物,八番日記,文政2,FALSE
17869,一文に一ツ鉦うつ寒（さ）哉,いちもんに ひとつかねうつ さむさかな,寒し（寒き日 寒き夜）,悲しみ,無垢,物の哀れ,0.75,冬,時候,八番日記,文政2,FALSE
17870,狼は糞ばかりでも寒（さ）かな,おおかみは くそばかりでも さむさかな,寒し（寒き日 寒き夜）,嫌悪,滑稽,素朴,0.75,冬,時候,おらが春,文政2,FALSE
17873,椋鳥と人に呼るゝ寒（さ）哉,むくどりと ひとによばるる さむさかな,寒し（寒き日 寒き夜）,驚き,無垢,物の哀れ,0.72,冬,時候,八番日記,文政2,FALSE
17914,大晴（の）旦や浅黄のはつ氷,おおばれの あさやあさぎの はつごおり,初氷,喜び,風雅,淡白,0.75,冬,時候,八番日記,文政2,FALSE
17915,夕やけや唐紅の初氷,ゆうやけや からくれないの はつごおり,初氷,喜び,風雅,淡白,0.75,冬,時候,八番日記,文政2,FALSE
17936,なしろふ氷をかけちる若子哉,おもしろう こおりをかけちる わくごかな,氷,喜び,愛らしさ,風雅,0.75,冬,時候,八番日記,文政2,FALSE
17937,縄付て子に引せけり丸氷,なわつけて こにひかせけり まるごおり,氷,喜び,愛らしさ,風雅,0.75,冬,時候,八番日記,文政2,FALSE
17983,ほんのりと煤竹染の氷柱哉,ほんのりと すすだけぞめの つららかな,氷柱（垂氷）,喜び,風雅,幽玄,0.75,冬,時候,八番日記,文政2,FALSE
17984,世渡りの氷柱下ルや天窓から,よわたりの つららさがるや あたまから,氷柱（垂氷）,驚き,風雅,静寂,0.72,冬,時候,八番日記,文政2,FALSE
18004,穀留のつく棒さす又小春哉,こくどめの つくぼうさすまた こはるかな,小春（小六月）,喜び,風雅,淡白,0.75,冬,時候,八番日記,文政2,FALSE
18005,さをしかのしの字に寝たる小春哉,さをしかの しのじにねたる こはるかな,小春（小六月）,喜び,風雅,静寂,0.75,冬,時候,八番日記,文政2,FALSE
18006,さをしかのしもくに寝たる小春哉,さをしかの しもくにねたる こはるかな,小春（小六月）,喜び,風雅,静寂,0.75,冬,時候,八番日記,文政２,FALSE
18094,影法師も祝へたゞ今とし暮る,かげぼうしも いわえただいま としくれる,行く年（年の暮）,喜び,風雅,無常,0.75,冬,時候,八番日記,文政2,FALSE
18096,年行や肱で尺とる布の先,ねんぎょうや ひじでしゃくとる ぬののさき,行く年（年の暮）,悲しみ,無常,物の哀れ,0.75,冬,時候,八番日記,文政2,FALSE
18098,ともかくもあなた任せのとしの暮,ともかくも あなたまかせの としのくれ,行く年（年の暮）,信頼,無常,余情,0.75,冬,時候,おらが春,文政2,FALSE
18099,湯に入て我身となるや年の暮,ゆにいりて わがみとなるや としのくれ,行く年（年の暮）,喜び,静寂,無常,0.72,冬,時候,八番日記,文政2,FALSE
18178,せめてもの足六十やとしの坂,せめてもの たしろくじゅうや としのさか,大年,悲しみ,無常,物の哀れ,0.75,冬,時候,八番日記,文政２,FALSE
18179,（大）卅日とんじやくもなし浮寝鳥,おおみそか とんじやくもなし うきねどり,大年,喜び,風雅,静寂,0.75,冬,時候,八番日記,文政２,FALSE
18291,池主の鯉屋も祝へはつ時雨,いけぬしの こいやもいわえ はつしぐれ,初時雨,喜び,風雅,幽玄,0.75,冬,天文,八番日記,文政2,FALSE
18292,夕山やそば切色のはつ時雨,ゆうやまや そばきりいろの はつしぐれ,初時雨,喜び,風雅,幽玄,0.75,冬,天文,八番日記,文政2,FALSE
18435,おいとしや僧の迹をう一時雨,おいとしや そうのあとおう ひとしぐれ,時雨,悲しみ,無垢,物の哀れ,0.75,冬,天文,七番日記,文政2,FALSE
18436,山寺や僧の迹をう一時雨,やまでらや そうのあとおう ひとしぐれ,時雨,悲しみ,無常,幽玄,0.75,冬,天文,七番日記,文政２,FALSE
18438,壁に耳藪も物をや夕時雨,かべにみみ やぶもものをや ゆうしぐれ,時雨,驚き,幽玄,静寂,0.75,冬,天文,八番日記,文政2,FALSE
18439,子を負(て)川越す旅や一しぐれ,こをおうて かわこすたびや ひとしぐれ,時雨,信頼,素朴,無常,0.75,冬,天文,八番日記,文政2,FALSE
18441,業の鳥罠を巡るやむら時雨,ごうのとり わなをめぐるや むらしぐれ,時雨,恐れ,幽玄,無常,0.72,冬,天文,おらが春,文政2,FALSE
18442,小坐頭の追つめられし時雨哉,こざとうの おいつめられし しぐれかな,時雨,悲しみ,無垢,物の哀れ,0.75,冬,天文,八番日記,文政2,FALSE
18443,小夜しぐれなくは子のない鹿に哉,さよしぐれ なくはこのない しかにかな,時雨,悲しみ,無垢,物の哀れ,0.75,冬,天文,おらが春,文政2,FALSE
18444,三助が敲く木魚も時雨けり,さんすけが たたくもくぎょも しぐれけり,時雨,悲しみ,無常,静寂,0.75,冬,天文,八番日記,文政2,FALSE
18445,時雨ゝや親椀たゝく?乞食,しぐるるや おやわんたたく おしこじき,時雨,悲しみ,無垢,物の哀れ,0.75,冬,天文,八番日記,文政2,FALSE
18446,しぐるゝや人を身にする野べの馬,しぐるるや ひとをきにする のべのうま,時雨,悲しみ,無垢,物の哀れ,0.72,冬,天文,八番日記,文政2,FALSE
18447,七才の順礼ぶしや夕時雨,しちさいの じゅんれいぶしや ゆうしぐれ,時雨,期待,風雅,物の哀れ,0.65,冬,天文,八番日記,文政2,FALSE
18448,重箱の銭四五文や夕時雨,じゅうばこの ぜにしごもんや ゆうしぐれ,時雨,期待,無垢,物の哀れ,0.75,冬,天文,八番日記,文政2,FALSE
18449,俗のつく鐘もしぐるゝさが野哉,ぞくのつく かねもしぐるる さがのかな,時雨,悲しみ,無垢,物の哀れ,0.75,冬,天文,八番日記,文政2,FALSE
18450,むくどりの仲間に入や夕時雨,むくどりの なかまにいるや ゆうしぐれ,時雨,喜び,風雅,幽玄,0.72,冬,天文,八番日記,文政2,FALSE
18451,椋鳥と我をよぶ也村時雨,むくどりと われをよぶなり むらしぐれ,時雨,期待,幽玄,静寂,0.65,冬,天文,八番日記,文政2,FALSE
18519,なくな子ら時雨雲から鬼が出(る),なくなこら しぐれぐもから おにがでる,時雨雲,恐れ,無垢,物の哀れ,0.75,冬,天文,八番日記,文政2,FALSE
18585,雁的にこがらし吹や堀田原,かりてきに こがらしふけや ほったはら,木がらし,悲しみ,無常,物の哀れ,0.72,冬,天文,八番日記,文政2,FALSE
18586,木がらしや折介帰る寒さ橋,こがらしや おりすけかえる さむさばし,木がらし,悲しみ,無常,物の哀れ,0.75,冬,天文,八番日記,文政2,FALSE
18588,木がらしやから呼されし按摩坊,こがらしや からよびされし あんまぼう,木がらし,驚き,滑稽,物の哀れ,0.75,冬,天文,八番日記,文政2,FALSE
18590,こがらしや隣と云もゑちご山,こがらしや となりというも えちごやま,木がらし,悲しみ,無常,物の哀れ,0.75,冬,天文,八番日記,文政2,FALSE
18593,木がらしや縄引ぱりし御成みち,こがらしや なわひっぱりし おなりみち,木がらし,悲しみ,無常,物の哀れ,0.72,冬,天文,八番日記,文政2,FALSE
18594,木がらしや廿四文の遊女小家,こがらしや にじゅうよもんの ゆうじょこや,木がらし,悲しみ,無垢,物の哀れ,0.72,冬,天文,八番日記,文政2,FALSE
18595,木がらしや人なき家の角大師,こがらしや ひとなきいえの つのだいし,木がらし,悲しみ,無常,物の哀れ,0.75,冬,天文,八番日記,文政2,FALSE
18597,木がらしや埃にのりしせたら馬,こがらしや ほこりにのりし せたらうま,木がらし,驚き,風雅,物の哀れ,0.65,冬,天文,八番日記,文政2,FALSE
18598,木がらしや行抜路次の上総山,こがらしや ゆきぬけろじの かづさやま,木がらし,悲しみ,無常,物の哀れ,0.75,冬,天文,八番日記,文政2,FALSE
18645,人形が薬挽く也冬日向,にんぎょうが くすりひくなり ふゆひなた,冬日向,信頼,風雅,静寂,0.75,冬,天文,八番日記,文政2,FALSE
18746,はつ雪やおしかけ客の夜番小屋,はつゆきや おしかけきゃくの よばんごや,初雪,驚き,無垢,物の哀れ,0.72,冬,天文,八番日記,文政２,FALSE
18763,初雪のどこが二の丸三の丸,はつゆきの どこがにのまる さんのまる,初雪,驚き,風雅,淡白,0.72,冬,天文,八番日記,文政2,FALSE
18765,はつ雪の降り捨てある家尻哉,はつゆきの ふりすてある やじりかな,初雪,喜び,風雅,無常,0.75,冬,天文,おらが春,文政2,FALSE
18766,はつ雪のむだぶりしたる家尻哉,はつゆきの むだぶりしたる やじりかな,初雪,喜び,風雅,無常,0.72,冬,天文,八番日記,文政2,FALSE
18767,初雪や今おろしたる上草り,はつゆきや いまおろしたる うわぞうり,初雪,喜び,風雅,淡白,0.75,冬,天文,八番日記,文政2,FALSE
18768,初雪や今に煮らるゝ豚あそぶ,はつゆきや いまににらるる ぶたあそぶ,初雪,喜び,風雅,淡白,0.75,冬,天文,八番日記,文政2,FALSE
18769,はつ雪や上野に着ばけろり止,はつゆきや うえのにつけば けろりやむ,初雪,喜び,風雅,淡白,0.75,冬,天文,八番日記,文政2,FALSE
18770,初雪や縁から落し上草履,はつゆきや えんからおちし うわぞうり,初雪,喜び,風雅,淡白,0.75,冬,天文,八番日記,文政2,FALSE
18772,はつ雪や坏の鳥居にかゝりけり,はつゆきや おかのとりいに かかりけり,初雪,喜び,風雅,無常,0.75,冬,天文,八番日記,文政2,FALSE
18773,はつ雪やぐつと我家に寝たならば,はつゆきや ぐつとわがやに ねたならば,初雪,喜び,風雅,淡白,0.75,冬,天文,八番日記,文政2,FALSE
18774,初雪や猫がつら出スつぐらから,はつゆきや ねこがつらだす つぐらから,初雪,喜び,愛らしさ,風雅,0.75,冬,天文,八番日記,文政2,FALSE
18775,はつ雪や八百屋が裏の一里づか,はつゆきや やおやがうらの いちりづか,初雪,喜び,風雅,淡白,0.75,冬,天文,八番日記,文政2,FALSE
18940,うら壁や貧乏雪のしつかりと,うらかべや びんぼうゆきの しっかりと,雪,悲しみ,無垢,物の哀れ,0.75,冬,天文,八番日記,文政2,FALSE
18941,曲者と人なとがめそ笠の雪,くせものと ひとなとがめそ かさのゆき,雪,驚き,陰翳,幽玄,0.72,冬,天文,八番日記,文政2,FALSE
18942,雪ちるやおどけも云へぬ信濃空,ゆきちるや おどけもいえぬ しなのぞら,雪,驚き,幽玄,静寂,0.72,冬,天文,八番日記,文政2,FALSE
18944,雪の日やこきつかはるゝおしなどの,ゆきのひや こきつかわるる おしなどの,雪,悲しみ,無垢,物の哀れ,0.75,冬,天文,八番日記,文政2,FALSE
18945,雪の日や仏お竹が縄だすき,ゆきのひや ほとけおたけが なわだすき,雪,驚き,風雅,静寂,0.72,冬,天文,八番日記,文政2,FALSE
18947,雪の夜や横丁曲るあんま笛,ゆきのよや よこちょうまがる あんまぶえ,雪,喜び,風雅,静寂,0.75,冬,天文,八番日記,文政2,FALSE
18949,雪ふれや貧乏徳利のこけぬ内,ゆきふれや びんぼうとくりの こけぬうち,雪,悲しみ,無垢,物の哀れ,0.75,冬,天文,八番日記,文政2,FALSE
19200,朝霜や歯磨売ときらず売,あさしもや はみがきうりと きらずうり,霜,驚き,風雅,淡白,0.65,冬,天文,八番日記,文政2,FALSE
19201,小松菜の一文束やけさの霜,こまつなの いちもんたばや けさのしも,霜,喜び,素朴,風雅,0.75,冬,天文,八番日記,文政2,FALSE
19202,さをしかやゑひしてなめるけさの霜,さおしかや えいしてなめる けさのしも,霜,喜び,風雅,静寂,0.75,冬,天文,八番日記,文政2,FALSE
19204,さ越しかやゆひしてなめるけさの霜,さおしかや ゆいしてなめる けさのしも,霜,驚き,幽玄,静寂,0.72,冬,天文,真蹟,文政2,FALSE
19205,霜の夜や我通りても馬が呼,しものよや わがとおりても うまがよぶ,霜,驚き,幽玄,静寂,0.75,冬,天文,八番日記,文政2,FALSE
19206,張番に庵とられけり夜の霜,はりばんに いおとられけり よるのしも,霜,悲しみ,無常,物の哀れ,0.75,冬,天文,八番日記,文政2,FALSE
19357,つき合や今夜も人の年忘,つきあいや こんやもひとの としわすれ,年忘れ,喜び,風雅,余情,0.75,冬,人事,八番日記他,文政2,FALSE
19358,うら山や十所許りの年忘,うらやまや とところばかりの としわすれ,年忘れ,喜び,風雅,余情,0.75,冬,人事,八番日記,文政2,FALSE
19381,はづかしや叉も来てとる江戸の年,はずかしや またもきてとる えどのとし,年とる,驚き,無垢,物の哀れ,0.72,冬,人事,八番日記他,文政2,FALSE
19554,木瓜藪や切尽されて帰り花,ぼけやぶや きりつくされて かえりばな,帰り花,悲しみ,無垢,物の哀れ,0.75,冬,植物,八番日記,文政2,FALSE
19556,山木瓜や実をおり分て帰り花,やまぼけや みをおりわけて かえりばな,帰り花,喜び,風雅,物の哀れ,0.75,冬,植物,八番日記,文政2,FALSE
19614,くだら野や人を喰ふとなく烏,くだらのや ひとをくらうと なくからす,枯れ野,嫌悪,無垢,物の哀れ,0.75,冬,地理,梅塵八番,文政2,FALSE
19615,西方は極楽（道）よかれのはら,さいほうは ごくらくどうよ かれのはら,枯れ野,期待,幽玄,無常,0.75,冬,地理,八番日記,文政2,FALSE
19616,忍草忍ばぬ草も枯野哉,しのぶくさ しのばぬくさも かれのはら,枯れ野,悲しみ,無常,物の哀れ,0.75,冬,地理,八番日記,文政2,FALSE
19685,御十夜は巾着切も月夜哉,おじふやは きんちゃくきりも つきよかな,十夜(蛸十夜）,驚き,風雅,幽玄,0.72,冬,人事,八番日記,文政2,FALSE
19686,辻堂の一人たゝきの十夜哉,つじどうの ひとりたたきの じふやかな,十夜(蛸十夜）,静寂,幽玄,余情,0.75,冬,人事,八番日記,文政2,FALSE
19687,菜畠をそらにそれたる十夜哉,なばたけを そらにそれたる じふやかな,十夜(蛸十夜）,喜び,風雅,淡白,0.75,冬,人事,八番日記,文政2,FALSE
